State|HighQ|HighQN|date
Kentucky|339.27999999999997|1195|2014-05-02
Louisiana|370.45999999999998|1247|2014-05-02
Maine|317.35000000000002|517|2014-05-02
Montana|268.22000000000003|639|2014-05-02
Nebraska|344.10000000000002|591|2014-05-02
Nevada|268.25999999999999|1029|2014-05-02
New Hampshire|359.58999999999997|488|2014-05-02
New Jersey|351.56|2541|2014-05-02
New Mexico|290.88999999999999|642|2014-05-02
New York|349|6551|2014-05-02
North Carolina|352.35000000000002|3287|2014-05-02
North Dakota|391.23000000000002|169|2014-05-02
Ohio|336.07999999999998|3522|2014-05-02
Oklahoma|366.00999999999999|871|2014-05-02
Oregon|210.12|1816|2014-05-02
Maryland|374.81999999999999|2298|2014-05-02
Massachusetts|350.79000000000002|3299|2014-05-02
Michigan|295.13|3404|2014-05-02
Minnesota|367.29000000000002|1984|2014-05-02
Mississippi|341.35000000000002|489|2014-05-02
Missouri|368.37|1824|2014-05-02
Pennsylvania|368.30000000000001|4491|2014-05-02
Rhode Island|329.98000000000002|592|2014-05-02
South Carolina|343.29000000000002|1356|2014-05-02
South Dakota|387.05000000000001|180|2014-05-02
Tennessee|355.45999999999998|1820|2014-05-02
Texas|339.39999999999998|6907|2014-05-02
Utah|290.32999999999998|790|2014-05-02
Vermont|376.44|314|2014-05-02
Virginia|370.18000000000001|2843|2014-05-02
Washington|233.34|2677|2014-05-02
West Virginia|354.77999999999997|443|2014-05-02
Wisconsin|355.00999999999999|1855|2014-05-02
Wyoming|349.94999999999999|107|2014-05-02
Alabama|340.63|1304|2014-06-02
Alaska|286.13999999999999|308|2014-06-02
Arizona|302.33999999999997|2272|2014-06-02
Arkansas|350.05000000000001|702|2014-06-02
California|245.77000000000001|14190|2014-06-02
Colorado|236.74000000000001|2666|2014-06-02
Connecticut|343.70999999999998|1509|2014-06-02
Delaware|368.97000000000003|410|2014-06-02
District of Columbia|346.54000000000002|529|2014-06-02
Florida|303.00999999999999|7988|2014-06-02
Georgia|327.19|3735|2014-06-02
Hawaii|313.33999999999997|383|2014-06-02
Idaho|275.69999999999999|367|2014-06-02
Illinois|356.14999999999998|4749|2014-06-02
Indiana|333.43000000000001|2004|2014-06-02
Iowa|367.17000000000002|819|2014-06-02
Kansas|350.01999999999998|988|2014-06-02
Kentucky|339.36000000000001|1231|2014-06-02
Louisiana|367.69999999999999|1287|2014-06-02
Maine|317.82999999999998|528|2014-06-02
Montana|268|652|2014-06-02
Nebraska|344.73000000000002|604|2014-06-02
Nevada|268.16000000000003|1052|2014-06-02
New Hampshire|359.42000000000002|501|2014-06-02
New Jersey|350.79000000000002|2599|2014-06-02
New Mexico|290.23000000000002|656|2014-06-02
New York|347.80000000000001|6699|2014-06-02
North Carolina|350.87|3396|2014-06-02
North Dakota|400.69|177|2014-06-02
Ohio|335.91000000000003|3603|2014-06-02
Oklahoma|365.56999999999999|895|2014-06-02
Oregon|209.53999999999999|1858|2014-06-02
Maryland|372.37|2365|2014-06-02
Massachusetts|350.79000000000002|3397|2014-06-02
Michigan|294.57999999999998|3494|2014-06-02
Minnesota|366.35000000000002|2032|2014-06-02
Mississippi|337.23000000000002|512|2014-06-02
Missouri|363.31|1877|2014-06-02
Pennsylvania|367.26999999999998|4621|2014-06-02
Rhode Island|328.42000000000002|613|2014-06-02
South Carolina|344.13|1395|2014-06-02
South Dakota|383.04000000000002|185|2014-06-02
Tennessee|354.45999999999998|1881|2014-06-02
Texas|338.35000000000002|7076|2014-06-02
Utah|289.50999999999999|808|2014-06-02
Vermont|376.94|316|2014-06-02
Virginia|369.37|2926|2014-06-02
Washington|232.44|2742|2014-06-02
West Virginia|355.22000000000003|462|2014-06-02
Wisconsin|354.55000000000001|1898|2014-06-02
Wyoming|350.72000000000003|108|2014-06-02
Alabama|340.88999999999999|1338|2014-07-02
Alaska|289.49000000000001|317|2014-07-02
Arizona|300.45999999999998|2323|2014-07-02
Arkansas|349.29000000000002|727|2014-07-02
California|245.38|14558|2014-07-02
Colorado|238.15000000000001|2735|2014-07-02
Connecticut|343.27999999999997|1543|2014-07-02
Delaware|369.39999999999998|427|2014-07-02
District of Columbia|345.75|550|2014-07-02
Florida|302.27999999999997|8205|2014-07-02
Georgia|326.92000000000002|3849|2014-07-02
Hawaii|311.93000000000001|392|2014-07-02
Idaho|276.82999999999998|380|2014-07-02
Illinois|355.75999999999999|4880|2014-07-02
Indiana|332.98000000000002|2066|2014-07-02
Iowa|366.98000000000002|840|2014-07-02
Kansas|350.11000000000001|1005|2014-07-02
Kentucky|338.00999999999999|1270|2014-07-02
Louisiana|366.92000000000002|1325|2014-07-02
Maine|317.45999999999998|536|2014-07-02
Montana|267.37|668|2014-07-02
Nebraska|343.30000000000001|615|2014-07-02
Nevada|267.86000000000001|1075|2014-07-02
New Hampshire|358.5|516|2014-07-02
New Jersey|349.74000000000001|2658|2014-07-02
New Mexico|290.38|674|2014-07-02
New York|346.94|6840|2014-07-02
North Carolina|350.19|3488|2014-07-02
North Dakota|398.94999999999999|179|2014-07-02
Ohio|335.37|3688|2014-07-02
Oklahoma|365.42000000000002|919|2014-07-02
Oregon|208.84999999999999|1900|2014-07-02
Maryland|371.10000000000002|2446|2014-07-02
Massachusetts|350.56999999999999|3505|2014-07-02
Michigan|292.93000000000001|3573|2014-07-02
Minnesota|358.86000000000001|2075|2014-07-02
Mississippi|335.63999999999999|526|2014-07-02
Missouri|356.86000000000001|1925|2014-07-02
Pennsylvania|366.80000000000001|4759|2014-07-02
Rhode Island|324.61000000000001|625|2014-07-02
South Carolina|343.31|1429|2014-07-02
South Dakota|378.20999999999998|189|2014-07-02
Tennessee|353.30000000000001|1938|2014-07-02
Texas|337.87|7249|2014-07-02
Utah|289.31|825|2014-07-02
Vermont|375.80000000000001|322|2014-07-02
Virginia|368.74000000000001|3010|2014-07-02
Washington|232.08000000000001|2843|2014-07-02
West Virginia|354.39999999999998|471|2014-07-02
Wisconsin|353.42000000000002|1937|2014-07-02
Wyoming|351.77999999999997|110|2014-07-02
Alabama|339.19999999999999|1043|2014-01-03
Alaska|289.13999999999999|255|2014-01-03
Arizona|303.31|1944|2014-01-03
Arkansas|361.37|579|2014-01-03
California|248.66999999999999|12141|2014-01-03
Colorado|236.31|2171|2014-01-03
Connecticut|347.88999999999999|1297|2014-01-03
Delaware|373.18000000000001|347|2014-01-03
District of Columbia|351.39999999999998|436|2014-01-03
Florida|306.20999999999998|6528|2014-01-03
Georgia|332.13999999999999|3114|2014-01-03
Hawaii|310.95999999999998|328|2014-01-03
Idaho|276.05000000000001|315|2014-01-03
Illinois|359.76999999999998|4021|2014-01-03
Indiana|336.93000000000001|1672|2014-01-03
Iowa|372.13999999999999|700|2014-01-03
Kansas|353.81|840|2014-01-03
Kentucky|337.63999999999999|1016|2014-01-03
Louisiana|377.61000000000001|1075|2014-01-03
Maine|321.10000000000002|450|2014-01-03
Montana|279.62|586|2014-01-03
Nebraska|352.63999999999999|508|2014-01-03
Nevada|269.86000000000001|906|2014-01-03
New Hampshire|366.33999999999997|423|2014-01-03
New Jersey|354.85000000000002|2249|2014-01-03
New Mexico|293.86000000000001|565|2014-01-03
New York|352.01999999999998|5818|2014-01-03
North Carolina|355.36000000000001|2785|2014-01-03
North Dakota|412.45999999999998|138|2014-01-03
Ohio|336.62|3058|2014-01-03
Oklahoma|365.64999999999998|758|2014-01-03
Oregon|213.49000000000001|1618|2014-01-03
Maryland|380.36000000000001|1970|2014-01-03
Massachusetts|354.69|2889|2014-01-03
Michigan|299.38|3058|2014-01-03
Minnesota|371.24000000000001|1718|2014-01-03
Mississippi|340.70999999999998|412|2014-01-03
Missouri|371.30000000000001|1562|2014-01-03
Pennsylvania|372.75|3837|2014-01-03
Rhode Island|335.12|530|2014-01-03
South Carolina|349.02999999999997|1155|2014-01-03
South Dakota|387.80000000000001|161|2014-01-03
Tennessee|359.83999999999997|1548|2014-01-03
Texas|343.25999999999999|6014|2014-01-03
Utah|291.61000000000001|690|2014-01-03
Vermont|379.75999999999999|278|2014-01-03
Virginia|373.76999999999998|2486|2014-01-03
Washington|236.03|2359|2014-01-03
West Virginia|360.72000000000003|352|2014-01-03
Wisconsin|358.07999999999998|1629|2014-01-03
Wyoming|354.02999999999997|94|2014-01-03
Alabama|339.16000000000003|1100|2014-02-03
Alaska|288.89999999999998|267|2014-02-03
Arizona|303.25|2024|2014-02-03
Arkansas|359.41000000000003|604|2014-02-03
California|248.28|12602|2014-02-03
Colorado|237.52000000000001|2311|2014-02-03
Connecticut|346.77999999999997|1351|2014-02-03
Delaware|373.45999999999998|365|2014-02-03
District of Columbia|349.63999999999999|463|2014-02-03
Florida|306.02999999999997|6854|2014-02-03
Georgia|332.05000000000001|3248|2014-02-03
Hawaii|307.64999999999998|339|2014-02-03
Idaho|275.30000000000001|327|2014-02-03
Illinois|356.69|4205|2014-02-03
Indiana|335.13|1755|2014-02-03
Iowa|369.92000000000002|726|2014-02-03
Kansas|354.75|865|2014-02-03
Kentucky|338.75|1061|2014-02-03
Louisiana|374.14999999999998|1139|2014-02-03
Maine|320.58999999999997|472|2014-02-03
Montana|271.16000000000003|601|2014-02-03
Nebraska|349.72000000000003|535|2014-02-03
Nevada|270.20999999999998|939|2014-02-03
New Hampshire|376.38999999999999|453|2014-02-03
New Jersey|354.67000000000002|2328|2014-02-03
New Mexico|293.25|589|2014-02-03
New York|351.58999999999997|6072|2014-02-03
North Carolina|355.35000000000002|2929|2014-02-03
North Dakota|408.37|144|2014-02-03
Ohio|336.41000000000003|3197|2014-02-03
Oklahoma|364.31999999999999|795|2014-02-03
Oregon|212.28|1681|2014-02-03
Maryland|380.01999999999998|2072|2014-02-03
Massachusetts|352.77999999999997|3008|2014-02-03
Michigan|298.01999999999998|3167|2014-02-03
Minnesota|370.22000000000003|1790|2014-02-03
Mississippi|338.50999999999999|432|2014-02-03
Missouri|367.42000000000002|1639|2014-02-03
Pennsylvania|371.35000000000002|4035|2014-02-03
Rhode Island|333.49000000000001|549|2014-02-03
South Carolina|346|1218|2014-02-03
South Dakota|389.89999999999998|170|2014-02-03
Tennessee|357.75999999999999|1637|2014-02-03
Texas|341.94|6264|2014-02-03
Utah|293.56|713|2014-02-03
Vermont|377.22000000000003|289|2014-02-03
Virginia|373.54000000000002|2591|2014-02-03
Washington|235.52000000000001|2439|2014-02-03
West Virginia|364.27999999999997|379|2014-02-03
Wisconsin|357.81999999999999|1701|2014-02-03
Wyoming|354.02999999999997|94|2014-02-03
Alabama|340.19999999999999|1146|2014-03-03
Alaska|286.77999999999997|281|2014-03-03
Arizona|302.88999999999999|2097|2014-03-03
Arkansas|357.62|631|2014-03-03
California|247.44999999999999|13022|2014-03-03
Colorado|238.00999999999999|2409|2014-03-03
Connecticut|347.02999999999997|1392|2014-03-03
Delaware|371.63999999999999|377|2014-03-03
District of Columbia|349.38999999999999|481|2014-03-03
Florida|305.27999999999997|7163|2014-03-03
Georgia|330.98000000000002|3377|2014-03-03
Hawaii|307.95999999999998|353|2014-03-03
Idaho|275.60000000000002|335|2014-03-03
Illinois|358.10000000000002|4364|2014-03-03
Indiana|334.52999999999997|1832|2014-03-03
Iowa|371.13999999999999|755|2014-03-03
Kansas|351.95999999999998|900|2014-03-03
Kentucky|337.68000000000001|1106|2014-03-03
Louisiana|373.08999999999997|1170|2014-03-03
Maine|319.45999999999998|482|2014-03-03
Montana|269.81999999999999|616|2014-03-03
Nebraska|348.05000000000001|557|2014-03-03
Nevada|268.32999999999998|965|2014-03-03
New Hampshire|369.88|464|2014-03-03
New Jersey|353.25999999999999|2398|2014-03-03
New Mexico|291.32999999999998|613|2014-03-03
New York|351.35000000000002|6223|2014-03-03
North Carolina|354.25999999999999|3046|2014-03-03
North Dakota|401.98000000000002|157|2014-03-03
Ohio|336.07999999999998|3314|2014-03-03
Oklahoma|365.24000000000001|827|2014-03-03
Oregon|211.78999999999999|1733|2014-03-03
Maryland|379.38|2151|2014-03-03
Massachusetts|351.87|3106|2014-03-03
Michigan|297.38999999999999|3251|2014-03-03
Minnesota|369.26999999999998|1851|2014-03-03
Mississippi|339.44999999999999|452|2014-03-03
Missouri|367.44|1712|2014-03-03
Pennsylvania|370.20999999999998|4223|2014-03-03
Rhode Island|332.33999999999997|571|2014-03-03
South Carolina|345.69999999999999|1271|2014-03-03
South Dakota|387.88999999999999|177|2014-03-03
Tennessee|356.31|1694|2014-03-03
Texas|341.63999999999999|6520|2014-03-03
Utah|292.86000000000001|736|2014-03-03
Vermont|376.95999999999998|293|2014-03-03
Virginia|372.92000000000002|2667|2014-03-03
Washington|234.84999999999999|2527|2014-03-03
West Virginia|361.31999999999999|405|2014-03-03
Wisconsin|356.95999999999998|1756|2014-03-03
Wyoming|352.41000000000003|97|2014-03-03
Alabama|341.19999999999999|1213|2014-04-03
Alaska|287.58999999999997|286|2014-04-03
Arizona|302.00999999999999|2157|2014-04-03
Arkansas|352.45999999999998|662|2014-04-03
California|246.61000000000001|13423|2014-04-03
Colorado|237.37|2516|2014-04-03
Connecticut|345.97000000000003|1440|2014-04-03
Delaware|371.73000000000002|390|2014-04-03
District of Columbia|346.36000000000001|493|2014-04-03
Florida|304.82999999999998|7468|2014-04-03
Georgia|329.31|3514|2014-04-03
Hawaii|314.67000000000002|365|2014-04-03
Idaho|275.32999999999998|349|2014-04-03
Illinois|357.33999999999997|4516|2014-04-03
Indiana|334.85000000000002|1885|2014-04-03
Iowa|370.56|772|2014-04-03
Kansas|351.22000000000003|939|2014-04-03
Kentucky|340.74000000000001|1155|2014-04-03
Louisiana|370.11000000000001|1210|2014-04-03
Maine|319.57999999999998|502|2014-04-03
Montana|268.75|629|2014-04-03
Nebraska|345.17000000000002|577|2014-04-03
Nevada|267.64999999999998|997|2014-04-03
New Hampshire|360.80000000000001|479|2014-04-03
New Jersey|352.61000000000001|2475|2014-04-03
New Mexico|291.31|629|2014-04-03
New York|350.19|6398|2014-04-03
North Carolina|354.13999999999999|3186|2014-04-03
North Dakota|401.73000000000002|164|2014-04-03
Ohio|335.92000000000002|3421|2014-04-03
Oklahoma|364.88999999999999|854|2014-04-03
Oregon|210.47|1789|2014-04-03
Maryland|376.5|2232|2014-04-03
Massachusetts|350.19|3207|2014-04-03
Michigan|295.26999999999998|3342|2014-04-03
Minnesota|367.87|1926|2014-04-03
Mississippi|343.83999999999997|474|2014-04-03
Missouri|368.22000000000003|1782|2014-04-03
Pennsylvania|369.05000000000001|4385|2014-04-03
Rhode Island|331.14999999999998|584|2014-04-03
South Carolina|344.75999999999999|1314|2014-04-03
South Dakota|388.48000000000002|178|2014-04-03
Tennessee|356.31|1762|2014-04-03
Texas|340.30000000000001|6735|2014-04-03
Utah|291.64999999999998|767|2014-04-03
Vermont|376.97000000000003|301|2014-04-03
Virginia|371.63|2756|2014-04-03
Washington|234.06999999999999|2620|2014-04-03
West Virginia|358.72000000000003|428|2014-04-03
Wisconsin|356.08999999999997|1806|2014-04-03
Wyoming|354.72000000000003|103|2014-04-03
Alabama|340.83999999999997|1258|2014-05-03
Alaska|289.22000000000003|297|2014-05-03
Arizona|301.25999999999999|2219|2014-05-03
Arkansas|352.13999999999999|685|2014-05-03
California|246.06|13816|2014-05-03
Colorado|236.69|2597|2014-05-03
Connecticut|345.08999999999997|1472|2014-05-03
Delaware|369.19999999999999|404|2014-05-03
District of Columbia|347.19999999999999|509|2014-05-03
Florida|304.29000000000002|7744|2014-05-03
Georgia|329.06|3625|2014-05-03
Hawaii|314.52999999999997|377|2014-05-03
Idaho|276.18000000000001|358|2014-05-03
Illinois|356.54000000000002|4647|2014-05-03
Indiana|334.95999999999998|1947|2014-05-03
Iowa|368.94|797|2014-05-03
Kansas|350.56999999999999|963|2014-05-03
Kentucky|339.33999999999997|1196|2014-05-03
Louisiana|370.54000000000002|1248|2014-05-03
Maine|317.35000000000002|517|2014-05-03
Montana|268.22000000000003|639|2014-05-03
Nebraska|344.07999999999998|593|2014-05-03
Nevada|268.32999999999998|1030|2014-05-03
New Hampshire|359.58999999999997|489|2014-05-03
New Jersey|351.44999999999999|2542|2014-05-03
New Mexico|290.88999999999999|642|2014-05-03
New York|349.01999999999998|6555|2014-05-03
North Carolina|352.29000000000002|3289|2014-05-03
North Dakota|391.23000000000002|169|2014-05-03
Ohio|336.05000000000001|3524|2014-05-03
Oklahoma|366.13999999999999|874|2014-05-03
Oregon|210.12|1816|2014-05-03
Maryland|374.75999999999999|2300|2014-05-03
Massachusetts|350.88999999999999|3302|2014-05-03
Michigan|295.27999999999997|3414|2014-05-03
Minnesota|367.06|1987|2014-05-03
Mississippi|341.35000000000002|489|2014-05-03
Missouri|368.33999999999997|1826|2014-05-03
Pennsylvania|368.29000000000002|4497|2014-05-03
Rhode Island|329.98000000000002|592|2014-05-03
South Carolina|343.25999999999999|1357|2014-05-03
South Dakota|387.05000000000001|180|2014-05-03
Tennessee|355.35000000000002|1821|2014-05-03
Texas|339.36000000000001|6913|2014-05-03
Utah|290.31999999999999|792|2014-05-03
Vermont|376.44|314|2014-05-03
Virginia|370.12|2845|2014-05-03
Washington|233.34|2678|2014-05-03
West Virginia|354.77999999999997|443|2014-05-03
Wisconsin|355.00999999999999|1855|2014-05-03
Wyoming|349.94999999999999|107|2014-05-03
Alabama|340.63|1304|2014-06-03
Alaska|286.13999999999999|308|2014-06-03
Arizona|302.27999999999997|2274|2014-06-03
Arkansas|349.93000000000001|705|2014-06-03
California|245.78999999999999|14202|2014-06-03
Colorado|236.88999999999999|2670|2014-06-03
Connecticut|343.70999999999998|1509|2014-06-03
Delaware|368.97000000000003|410|2014-06-03
District of Columbia|346.54000000000002|529|2014-06-03
Florida|302.94999999999999|7994|2014-06-03
Georgia|327.12|3737|2014-06-03
Hawaii|313.33999999999997|383|2014-06-03
Idaho|275.69999999999999|367|2014-06-03
Illinois|356.16000000000003|4751|2014-06-03
Indiana|333.49000000000001|2006|2014-06-03
Iowa|367.17000000000002|819|2014-06-03
Kansas|350.01999999999998|988|2014-06-03
Kentucky|339.31|1232|2014-06-03
Louisiana|367.79000000000002|1288|2014-06-03
Maine|317.82999999999998|528|2014-06-03
Montana|268|652|2014-06-03
Nebraska|344.73000000000002|604|2014-06-03
Nevada|268.31999999999999|1053|2014-06-03
New Hampshire|359.42000000000002|501|2014-06-03
New Jersey|350.74000000000001|2600|2014-06-03
New Mexico|290.56999999999999|658|2014-06-03
New York|347.72000000000003|6706|2014-06-03
North Carolina|350.76999999999998|3399|2014-06-03
North Dakota|400.69|177|2014-06-03
Ohio|335.83999999999997|3607|2014-06-03
Oklahoma|365.49000000000001|896|2014-06-03
Oregon|209.56|1859|2014-06-03
Maryland|372.50999999999999|2366|2014-06-03
Massachusetts|350.69|3402|2014-06-03
Michigan|294.55000000000001|3496|2014-06-03
Minnesota|366.35000000000002|2032|2014-06-03
Mississippi|337.14999999999998|513|2014-06-03
Missouri|363.31|1877|2014-06-03
Pennsylvania|367.31999999999999|4627|2014-06-03
Rhode Island|328.42000000000002|613|2014-06-03
South Carolina|344.13|1395|2014-06-03
South Dakota|381.61000000000001|186|2014-06-03
Tennessee|354.63|1884|2014-06-03
Texas|338.26999999999998|7086|2014-06-03
Utah|289.17000000000002|809|2014-06-03
Vermont|376.94|316|2014-06-03
Virginia|369.47000000000003|2929|2014-06-03
Washington|232.38999999999999|2747|2014-06-03
West Virginia|355.22000000000003|462|2014-06-03
Wisconsin|354.49000000000001|1899|2014-06-03
Wyoming|350.72000000000003|108|2014-06-03
Alabama|340.54000000000002|1341|2014-07-03
Alaska|289.49000000000001|317|2014-07-03
Arizona|300.48000000000002|2325|2014-07-03
Arkansas|349.29000000000002|727|2014-07-03
California|245.40000000000001|14571|2014-07-03
Colorado|238.09|2736|2014-07-03
Connecticut|343.25|1546|2014-07-03
